FX5QA__Breadcrumb__c,FX5QA__Cost__c,FX5QA__Description__c,FX5QA__Name_Unique__c,FX5QA__Sequence_Number__c,FX5QA__Ticket_Item_Record_Type__c,FX5QA__Track_Inventory__c,FX5QA__UOM__c,Name
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : HS Polyurethane",62.38,Sherwin Williams #304 HS polyurethane (H&R gray),SW304HRG,817,Supplies,FALSE,GAL,SW304HRG
Tax,0,TAX:  AZ - CITY OF KINGMAN - 100-000-2201-1078,2317,951,Supplies,FALSE,Lump Sum,2317
Tax,0,TAX:  AZ - CITY OF PHOENIX - 100-000-2201-1074,2207,952,Supplies,FALSE,Lump Sum,2207
Tax,0,TAX:  AZ - CITY OF PRESCOTT - 100-000-2201-1080,2328,953,Supplies,FALSE,Lump Sum,2328
Tax,0,TAX:  AZ - CITY OF PRESCOTT - 100-000-2201-1081,2329,954,Supplies,FALSE,Lump Sum,2329
Tax,0,TAX:  AZ - CITY OF PRESCOTT VALLEY - 100-000-2201-1079,2318,955,Supplies,FALSE,Lump Sum,2318
Tax,0,TAX:  AZ - CITY OF SAFFORD - 100-000-2201-1060,2266,956,Supplies,FALSE,Lump Sum,2266
Tax,0,TAX:  AZ - CITY OF TUCSON - 100-000-2201-1075,2213,957,Supplies,FALSE,Lump Sum,2213
Tax,0,TAX:  AZ - CITY OF YUMA - 100-000-2201-1077,2316,958,Supplies,FALSE,Lump Sum,2316
Tax,0,TAX:  AZ - COCHISE COUNTY - 100-000-2201-1010,2248,959,Supplies,FALSE,Lump Sum,2248
Tax,0,TAX:  AZ - COCHISE COUNTY - 100-000-2201-1011,2247,960,Supplies,FALSE,Lump Sum,2247
Tax,0,TAX:  WY - PLATT COUNTY - 400-000-2225-1005,2296,1201,Supplies,FALSE,Lump Sum,2296
Tax,0,TAX:  WY - PLATTE COUNTY - 400-000-2225-1006,2292,1202,Supplies,FALSE,Lump Sum,2292
Tax,0,TAX:  WY - SWEETWATER COUNTY - 400-000-2225-1010,2299,1203,Supplies,FALSE,Lump Sum,2299
Tax,0,TAX:  WY - SWEETWATER COUNTY - 400-000-2225-1011,2298,1204,Supplies,FALSE,Lump Sum,2298
Tax,0,TAX:  WY - UINTA COUNTY - 400-000-2225-1016,2395,1205,Supplies,FALSE,Lump Sum,2395
Tax,0,TAX:  WY - UINTA COUNTY - 400-000-2225-1017,2396,1206,Supplies,FALSE,Lump Sum,2396
Tax,0,TAX: NM - CHAVES COUNTY - 000-000-2220-1062,2426,1207,Supplies,FALSE,Lump Sum,2426
Tax,0,TAX: NM - CHAVES COUNTY - 000-000-2220-1063,2427,1208,Supplies,FALSE,Lump Sum,2427
Tax,0,TAX: NM - CIMARRON - 000-000-2220-1011,2428,1209,Supplies,FALSE,EA,2428
Tax,0,TAX: NM - CIMARRON - 000-000-2220-1012,2429,1210,Supplies,FALSE,EA,2429
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : HS Polyurethane",64.04,Sherwin Williams #304 HS polyurethane (juniper green),SW304JG,818,Supplies,FALSE,GAL,SW304JG
Equipment,0,500 gal. propane tank,Prop500,191,Supplies,FALSE,SHIFT,Prop500
Equipment : 500 HP Hydroblast,0,500 HP Hydroblast Unit,HBU500,192,Equipment,FALSE,HR,HBU500
Equipment,0,500 Watt Flood Light (hourly),fl500h,193,Equipment,FALSE,HR,fl500h
Equipment : 50-60 KW Generators,0,50-60 KW Generator,Gen60,194,Equipment,FALSE,HR,Gen60
Equipment : Bucket Trucks,0,52' Bucket Truck,BTrk52,195,Equipment,FALSE,HR,BTrk52
Equipment,0,53' dry van trailer,53TrailerVan,196,Supplies,FALSE,SHIFT,53TrailerVan
Equipment,0,53' dry van trailer,53TrailerVanM,197,Supplies,FALSE,MONTH,53TrailerVanM
Equipment : Trailers,0,53' flatbed or drop deck trailer,53Trailer,198,Equipment,FALSE,DAY,53Trailer
Equipment : Trailers,0,"53 Ft. Tilt Deck Trailer with 20,000 lb. Winch",TTrlr,199,Equipment,FALSE,HR,TTrlr
Supplies,0,6 mm Visqueen plastic (20' X 100'),7400200,200,Supplies,FALSE,ROLL,7400200
Equipment : 300 HP Hydroblast,0,Pump (with 2-gun operation),P2G,701,Equipment,FALSE,HR,P2G
Equipment : 300 HP Hydroblast,0,Pump (with 3 lances),P3L,702,Equipment,FALSE,HR,P3L
Equipment : 300 HP Hydroblast,0,Pump (with 3-gun operation),P3G,703,Equipment,FALSE,HR,P3G
Equipment : 300 HP Hydroblast,0,Pump (with 4-gun operation),P4G,704,Equipment,FALSE,HR,P4G
Equipment,0,Quik-Erect scaffold (per vertical ft.),Qerect,705,Supplies,FALSE,SHIFT,Qerect
Supplies,0,Rags (10 lb. box),9600000,706,Supplies,FALSE,BOX,9600000
Equipment,0,Recipro Sawzall (electric),SawZ,707,Supplies,FALSE,SHIFT,SawZ
Equipment : Rescue and Breathing Support,0,Rescue support unit,RSU,708,Equipment,FALSE,HR,RSU
Equipment,0,Rezclad mono pump unit,RezClad,709,Supplies,FALSE,HR,RezClad
Equipment,0,Rileybilt single man climber basket,RBSLCB,710,Supplies,FALSE,SHIFT,RBSLCB
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : HS Polyurethane",64.04,Sherwin Williams #304 HS polyurethane (new cat yellow),SW304NCY,819,Supplies,FALSE,GAL,SW304NCY
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : HS Polyurethane",62.38,Sherwin Williams #304 HS polyurethane (Patterson blue),SW304PB,820,Supplies,FALSE,GAL,SW304PB
Tax,0,TAX:  NM - FARMINGTON - 000-000-2220-1106,2161,1031,Supplies,FALSE,Lump Sum,2161
Tax,0,TAX:  NM - GALLUP - 000-000-2220-1110,2250,1032,Supplies,FALSE,Lump Sum,2250
Tax,0,TAX:  NM - GALLUP - 000-000-2220-1111,2238,1033,Supplies,FALSE,Lump Sum,2238
Tax,0,TAX:  NM - GRANT COUNTY - 000-000-2220-1116,2404,1034,Supplies,FALSE,Lump Sum,2404
Tax,0,TAX:  NM - GRANT COUNTY - 000-000-2220-1117,2188,1035,Supplies,FALSE,Lump Sum,2188
Tax,0,TAX:  NM - HAGERMAN - 000-000-2220-1120,2174,1036,Supplies,FALSE,Lump Sum,2174
Tax,0,TAX:  NM - HAGERMAN - 000-000-2220-1121,2175,1037,Supplies,FALSE,Lump Sum,2175
Tax,0,TAX:  NM - HIDALGO COUNTY - 000-000-2220-1125,2295,1038,Supplies,FALSE,Lump Sum,2295
Tax,0,TAX:  NM - HIDALGO COUNTY - 000-000-2220-1126,2294,1039,Supplies,FALSE,Lump Sum,2294
Tax,0,TAX:  NM - HOBBS - 000-000-2220-2292,2167,1040,Supplies,FALSE,Lump Sum,2167
"Supplies : Paint, Coating, and Thinner : Corchem",86.37,Corchem #243 (beige),C243B,391,Supplies,FALSE,GAL,C243B
"Supplies : Paint, Coating, and Thinner : Corchem",86.37,Corchem #243 (gray),C243G,392,Supplies,FALSE,GAL,C243G
Supplies,0,Cotton gloves,8200100,393,Supplies,FALSE,PAIR,8200100
Equipment,0,Crew and equipment (day),BIDCE,394,Supplies,FALSE,DAY,BIDCE
Equipment,0,Crew and equipment (hourly),BIDCEH,395,Equipment,FALSE,HR,BIDCEH
Equipment,0,"Crew and equipment (hourly, OT)",BIDCEHOT,396,Equipment,FALSE,HR,BIDCEHOT
Equipment : Crew Cab Trucks,0.8,Crew Cab Truck - Mileage,CCTM,397,Supplies,FALSE,MI,CCTM
Equipment,0,Crew Cab Truck - Mileage Only,CCMILEAGE,398,Supplies,FALSE,MI,CCMILEAGE
Equipment : Crew Cab Trucks,0,Crew Cab Truck - Shift,CCTrk,399,Services,FALSE,SHIFT,CCTrk
Equipment : Crew Cab Trucks,0,"Crew Cab Truck (hourly, includes mileage)",CCTrkh,400,Equipment,FALSE,HR,CCTrkh
Equipment,0,Crew swap out,SWAP,401,Supplies,FALSE,CREW,SWAP
Equipment,0,Cutting torch unit,CutT,402,Supplies,FALSE,HR,CutT
Supplies,0,Daily Sundries,SUN,403,Supplies,FALSE,EA,SUN
"Supplies : Paint, Coating, and Thinner : Dampney",26.58,Dampney #160 thinner,D243G,404,Supplies,FALSE,GAL,D243G
"Supplies : Paint, Coating, and Thinner : Dampney",130.93,Dampney #260 series thermalox (white),D260W,405,Supplies,FALSE,GAL,D260W
"Supplies : Paint, Coating, and Thinner : Dampney",79,Dampney #262 series thermalox (black),D262B,406,Supplies,FALSE,GAL,D262B
"Supplies : Paint, Coating, and Thinner : Dampney",154.31,Dampney #776 series high temp (canyon tan),D776CT,407,Supplies,FALSE,GAL,D776CT
Equipment,0,Decon trailer,Decon,408,Supplies,FALSE,SHIFT,Decon
"Supplies : Paint, Coating, and Thinner : Devoe",20.87,Devoe #10 thinner,D10T,409,Supplies,FALSE,GAL,D10T
"Supplies : Paint, Coating, and Thinner : Devoe",65,Devoe #111 devmat (buff),D111B,410,Supplies,FALSE,GAL,D111B
Tax,0,TAX:  NM - TORRANCE COUNTY - 000-000-2220-1290,2203,1088,Supplies,FALSE,Lump Sum,2203
Tax,0,TAX:  NM - TORRANCE COUNTY - 000-000-2220-1291,2204,1089,Supplies,FALSE,Lump Sum,2204
Tax,0,TAX:  NM - TOWN OF TAOS - 000-000-2220-1275,2183,1090,Supplies,FALSE,Lump Sum,2183
Labor : OT,0,Helper - OT,HOT,531,Labor,FALSE,,HOT
Labor : TT,0,Helper - PT,HPT,532,Labor,FALSE,,HPT
Labor : ST,0,Helper - ST,HST,533,Labor,FALSE,,HST
Labor : TT,0,Helper - TT,HTT,534,Labor,FALSE,,HTT
Equipment,0,Helper Overtime Burden,HOB,535,Supplies,FALSE,HR,HOB
Equipment,0,HEPA filter attachment,HEPAFltr,536,Supplies,FALSE,SHIFT,HEPAFltr
Equipment,0,HEPA vacuum,HEPAVac,537,Supplies,FALSE,SHIFT,HEPAVac
Equipment,0,High Pressure Hose,HiPressHose,538,Equipment,FALSE,HR,HiPressHose
"Supplies : Paint, Coating, and Thinner : High Temp",216.73,Hi-temp coating (Carlsbad Canyon tan),HTCT,539,Supplies,FALSE,GAL,HTCT
"Supplies : Paint, Coating, and Thinner : High Temp",145,Hi-temp coating (white),HTCW,540,Supplies,FALSE,GAL,HTCW
Tax,0,TAX:  NM - SAN YSIDRO - 000-000-2220-1245,2172,1081,Supplies,FALSE,Lump Sum,2172
Tax,0,TAX:  NM - SANDOVAL COUNTY - 000-000-2220-1250,2163,1082,Supplies,FALSE,Lump Sum,2163
Tax,0,TAX:  NM - SANDOVAL COUNTY - 000-000-2220-1251,2282,1083,Supplies,FALSE,Lump Sum,2282
Tax,0,TAX:  NM - SANTA FE COUNTY - 000-000-2220-1265,2288,1084,Supplies,FALSE,Lump Sum,2288
Tax,0,TAX:  NM - SANTA FE COUNTY - 000-000-2220-1266,2279,1085,Supplies,FALSE,Lump Sum,2279
Tax,0,TAX:  NM - SANTO DOMINGO PUEBLO - 000-000-2220-1270,2271,1086,Supplies,FALSE,Lump Sum,2271
Tax,0,TAX:  NM - TAOS COUNTY - 000-000-2220-1280,2173,1087,Supplies,FALSE,Lump Sum,2173
"Supplies : Paint, Coating, and Thinner : Carboline",19,Carboline #561 (gray),C561G,341,Supplies,FALSE,GAL,C561G
"Supplies : Paint, Coating, and Thinner : Carboline",19,Carboline #561 (white),C561W,342,Supplies,FALSE,GAL,C561W
"Supplies : Paint, Coating, and Thinner : Carboline",26.5,Carboline #692 carboguard (white),C692CW,343,Supplies,FALSE,GAL,C692CW
Equipment,0,"3,000 gal. poly water tank",Poly3000,111,Supplies,FALSE,SHIFT,Poly3000
Equipment : Pressure Washers,0,"3,000 PSI Cold Pressure Wash Unit - Electric",PWUCElec,112,Equipment,FALSE,HR,PWUCElec
Equipment : Pressure Washers,0,"3,000 PSI Cold Pressure Wash Unit - Gas",PWUCGas,113,Equipment,FALSE,HR,PWUCGas
Equipment : Pressure Washers,0,"3,000 PSI Hot Pressure Wash Unit",PWUH,114,Equipment,FALSE,HR,PWUH
Equipment,0,"3,100 gal. water tank (trailer mounted)",Tank3100T,115,Supplies,FALSE,SHIFT,Tank3100T
Equipment : 3500 CFM Blowers,0,"3,500 CFM blower",Blwr3500,116,Equipment,FALSE,DAY,Blwr3500
Supplies,0,3.5 gal. bucket,5100190,117,Supplies,FALSE,EA,5100190
Equipment,0,"3/4"" air impact",Imp4,118,Supplies,FALSE,SHIFT,Imp4
Equipment,0,"3/4"" electric sump pump (110 volt)",WPE,119,Supplies,FALSE,SHIFT,WPE
Equipment,0,"3/4"" hand drill (electric)",DrillH4,120,Supplies,FALSE,SHIFT,DrillH4
"Supplies : Paint, Coating, and Thinner : Carboline",59.8,Carboline #705 polibrid,C705P,344,Supplies,FALSE,GAL,C705P
"Supplies : Paint, Coating, and Thinner : Carboline : Thinner",17.5,Carboline #76 thinner,C76T,345,Supplies,FALSE,GAL,C76T
"Supplies : Paint, Coating, and Thinner : Carboline",62.5,Carboline #788 splash guard,C788SG,346,Supplies,FALSE,GAL,C788SG
"Supplies : Paint, Coating, and Thinner : Carboline : Semstone",78,Carboline #805 semstone (gray),C805S,347,Supplies,FALSE,GAL,C805S
"Supplies : Paint, Coating, and Thinner : Carboline",35,Carboline #859 zinc primer (green),C859ZP,348,Supplies,FALSE,GAL,C859ZP
"Supplies : Paint, Coating, and Thinner : Carboline : Carboguard",24.5,Carboline #890 carboguard (bird egg blue),C890BEB,349,Supplies,FALSE,GAL,C890BEB
"Supplies : Paint, Coating, and Thinner : Carboline : Carboguard",21.5,Carboline #890 carboguard (gray flannel),C890GF,350,Supplies,FALSE,GAL,C890GF
"Supplies : Paint, Coating, and Thinner : Devoe",65,Devoe #111 devmat (mist gray),D111MG,411,Supplies,FALSE,GAL,D111MG
"Supplies : Paint, Coating, and Thinner : Devoe",28,Devoe #17 thinner,D17T,412,Supplies,FALSE,GAL,D17T
"Supplies : Paint, Coating, and Thinner : Devoe",31.75,Devoe #233 H (buff),D233B,413,Supplies,FALSE,GAL,D233B
"Supplies : Paint, Coating, and Thinner : Devoe",28.37,Devoe #233 H (haze gray),D233HG,414,Supplies,FALSE,GAL,D233HG
"Supplies : Paint, Coating, and Thinner : Devoe",31.75,Devoe #233 H (white),D233W,415,Supplies,FALSE,GAL,D233W
"Supplies : Paint, Coating, and Thinner : Devoe",56.4,Devoe #235 (off-white),D235OW,416,Supplies,FALSE,GAL,D235OW
"Supplies : Paint, Coating, and Thinner : Devoe",31.28,Devoe #236 bar rust (red oxide),D236BR,417,Supplies,FALSE,GAL,D236BR
"Supplies : Paint, Coating, and Thinner : Devoe",60.25,Devoe #316 cathacoat zinc primer,D316ZP,418,Supplies,FALSE,GAL,D316ZP
"Supplies : Paint, Coating, and Thinner : Devoe",65.59,Devoe #378 (alder white),D378AW,419,Supplies,FALSE,GAL,D378AW
"Supplies : Paint, Coating, and Thinner : Devoe",38.5,Devoe #378 (beige),D378B,420,Supplies,FALSE,GAL,D378B
Subsistence,30,Per Diem - $30.00,PD30,651,Supplies,FALSE,DAY,PD30
Equipment : Bucket Trucks,0,35' Bucket Truck,BTrk35,141,Equipment,FALSE,HR,BTrk35
Equipment : Heaters,0,"350,000 BTU heater (with fuel)",Htr350F,142,Supplies,FALSE,SHIFT,Htr350F
Equipment : Heaters,0,"350,000 BTU heater (without fuel)",Htr350,143,Supplies,FALSE,SHIFT,Htr350
Equipment : Air Dryers,0,375 CFM van air dryer,AD375,144,Supplies,FALSE,SHIFT,AD375
Equipment,0,"4"" air mover exhaust horn",AH4,145,Supplies,FALSE,SHIFT,AH4
Equipment,0,"4"" charging pump",WP4,146,Equipment,FALSE,HR,WP4
Supplies,0,"4"" flexible vacuum pipe (100')",7100000,147,Supplies,FALSE,ROLL,7100000
Supplies,0,"4"" metal flex hose (25')",7100200,148,Supplies,FALSE,ROLL,7100200
Supplies,10,"4"" paint brush",5200004,149,Supplies,FALSE,EA,5200004
Supplies,0,"4"" roller frame",5300005,150,Supplies,FALSE,EA,5300005
Equipment,0,6 ton utility trailer (2-axle),6TTrailer,201,Supplies,FALSE,SHIFT,6TTrailer
Equipment : Dump Trucks,0,6 yd. Ford F-600 dump truck,DT6,202,Services,FALSE,SHIFT,DT6
Equipment,0,"6"" air mover exhaust horn",AH6,203,Supplies,FALSE,SHIFT,AH6
Equipment,0,"6"" charging pump",WP6,204,Equipment,FALSE,HR,WP6
Supplies,0,"6"" flexible vacuum pipe (100')",7100100,205,Supplies,FALSE,ROLL,7100100
Supplies,0,"6"" metal flex hose (25')",7100250,206,Supplies,FALSE,ROLL,7100250
Supplies,1.62,"6"" Plastic Vacuum Pipe (per foot)",7100105,207,Supplies,FALSE,FT,7100105
"Equipment : Forklifts, Backhoes and Graders",0,"6,000 lb. Forklift",FL6K,208,Equipment,FALSE,HR,FL6K
Equipment : Bucket Trucks,0,60' Bucket Truck,BTtrk60,209,Equipment,FALSE,HR,BTtrk60
Equipment,0,60 lb. air pavement breaker,Pbreak60,210,Supplies,FALSE,SHIFT,Pbreak60
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : Acrolon",92.18,Sherwin Williams  #218 acrolon (black),SW218B,740,Supplies,FALSE,GAL,SW218B
"Supplies : Paint, Coating, and Thinner : Dupont",136.65,Dupont #5020 (freightliner white),D5020FW,451,Supplies,FALSE,GAL,D5020FW
"Supplies : Paint, Coating, and Thinner : Dupont",32.49,Dupont #7175 mid-temp reducer,D7175R,452,Supplies,FALSE,GAL,D7175R
"Supplies : Paint, Coating, and Thinner : Dupont",63.21,Dupont #8438 imron (desert tan),D8438I,453,Supplies,FALSE,GAL,D8438I
"Supplies : Paint, Coating, and Thinner : Dupont",110.45,Dupont #85501 nason code 50 (white),D85501N,454,Supplies,FALSE,GAL,D85501N
"Supplies : Paint, Coating, and Thinner : Dupont",44.87,Dupont #8944 (french blue),D8944FB,455,Supplies,FALSE,GAL,D8944FB
"Supplies : Paint, Coating, and Thinner : Dupont",60.2,Dupont #9791 (oxford white),D9791OW,456,Supplies,FALSE,GAL,D9791OW
Equipment,0,"Duro hydrotest chart recorder (5,000 PSI)",Duro5000,457,Supplies,FALSE,SHIFT,Duro5000
Supplies,0,Dust masks (20 per box),8600010,458,Supplies,FALSE,BOX,8600010
"Supplies : Paint, Coating, and Thinner : Versaflex",30.98,Dzolv cleaner,DSOLV,459,Supplies,FALSE,GAL,DSOLV
Equipment : Air Compressors Electric,0,Electric Air Compressor,ACElec,460,Equipment,FALSE,DAY,ACElec
Supplies,0,Miscellaneous Subcontractor (CHANGE THIS BOX TO MATCH COMPANY NAME),MISCSUB,611,Supplies,FALSE,EA,MISCSUB
Equipment,0,Mixing Tank,MxgTank,612,Equipment,FALSE,DAY,MxgTank
Equipment,0,Mobilization/Demobilization,MOBHR,613,Equipment,FALSE,HR,MOBHR
Equipment,0,Mobilization/Demobilization,MOBMI,614,Supplies,FALSE,MI,MOBMI
Equipment,0,Mobilization/Demobilization,MOB,615,Supplies,FALSE,Lump Sum,MOB
Equipment,0,Monthly Fixed Cost for Mobile Ash Heavy Equipment,HEMNTHLYRATE,616,Services,FALSE,Lump Sum,HEMNTHLYRATE
Subsistence,0,Motel,MOTEL,617,Supplies,FALSE,Lump Sum,MOTEL
"Equipment : Forklifts, Backhoes and Graders",0,Motor Grader with 14' Blade,Grader,618,Equipment,FALSE,HR,Grader
Equipment,0,Multi-gas monitor,ESMU,619,Supplies,FALSE,SHIFT,ESMU
Labor : DT,0,NACE Level 1 Inspector - DT,NIDT,620,Labor,FALSE,,NIDT
Tax,0,TAX:  AZ - COCONINO COUNTY - 100-000-2201-1015,2218,961,Supplies,FALSE,Lump Sum,2218
Tax,0,TAX:  AZ - COCONINO COUNTY - 100-000-2201-1016,2226,962,Supplies,FALSE,Lump Sum,2226
Tax,0,TAX:  AZ - GILA COUNTY - 100-000-2201-1040,2230,963,Supplies,FALSE,Lump Sum,2230
Tax,0,TAX:  AZ - GILA COUNTY - 100-000-2201-1041,2233,964,Supplies,FALSE,Lump Sum,2233
Tax,0,TAX:  AZ - GRAHAM COUNTY - 100-000-2201-1073,2244,965,Supplies,FALSE,Lump Sum,2244
Tax,0,TAX:  AZ - GREENLEE COUNTY - 100-000-2201-1020,2223,966,Supplies,FALSE,Lump Sum,2223
Tax,0,TAX:  AZ - GREENLEE COUNTY - 100-000-2201-1021,2235,967,Supplies,FALSE,Lump Sum,2235
Tax,0,TAX:  AZ - LA PAZ COUNTY - 100-000-2201-1025,2237,968,Supplies,FALSE,Lump Sum,2237
Tax,0,TAX:  AZ - LA PAZ COUNTY - 100-000-2201-1026,2236,969,Supplies,FALSE,Lump Sum,2236
Tax,0,TAX:  AZ - MARICOPA COUNTY - 100-000-2201-1030,2222,970,Supplies,FALSE,Lump Sum,2222
Tax,0,TAX:  TX - BELL COUNTY - 700-000-2245-1023,2325,1111,Supplies,FALSE,Lump Sum,2325
Tax,0,TAX:  TX - CASTRO COUNTY - 700-000-2245-1042,2360,1112,Supplies,FALSE,Lump Sum,2360
Tax,0,TAX:  TX - CASTRO COUNTY - 700-000-2245-1043,2361,1113,Supplies,FALSE,Lump Sum,2361
Tax,0,TAX:  TX - CITY OF AMARILLO - 700-000-2245-1067,2402,1114,Supplies,FALSE,Lump Sum,2402
Tax,0,TAX:  TX - CITY OF AMARILLO - 700-000-2245-1068,2403,1115,Supplies,FALSE,Lump Sum,2403
Tax,0,TAX:  TX - CITY OF ANDREWS - 700-000-2245-1010,2259,1116,Supplies,FALSE,Lump Sum,2259
Tax,0,TAX:  TX - CITY OF ANDREWS - 700-000-2245-1015,2267,1117,Supplies,FALSE,Lump Sum,2267
Tax,0,TAX:  TX - CITY OF BIG LAKE - 700-000-2245-1074,2418,1118,Supplies,FALSE,Lump Sum,2418
Tax,0,TAX:  TX - CITY OF BIG SPRING - 700-000-2245-1054,2374,1119,Supplies,FALSE,Lump Sum,2374
Tax,0,TAX:  TX - CITY OF BIG SPRING - 700-000-2245-1059,2375,1120,Supplies,FALSE,Lump Sum,2375
Equipment : Air Dryers,0,"1,800 CFM van air dryer",AD1800,21,Supplies,FALSE,SHIFT,AD1800
Equipment,0,"1/2"" air impact",Imp2,22,Supplies,FALSE,SHIFT,Imp2
Equipment,0,"1/2"" hammer drill (electric)",DrillHm,23,Supplies,FALSE,SHIFT,DrillHm
Equipment,0,"1/2"" hand drill (electric)",DrillH2,24,Supplies,FALSE,SHIFT,DrillH2
Equipment,0,"1/4"" die grinder (air)",Grind,25,Supplies,FALSE,SHIFT,Grind
Equipment : 10 Ton Trucks,1.4,10 ton flat bed truck - Mileage,Trk10m,26,Supplies,FALSE,MI,Trk10m
Equipment : 10 Ton Trucks,0,10 ton flatbed truck,Trk10,27,Services,FALSE,SHIFT,Trk10
Equipment : 10000 CFM Blowers,0,"10,000 CFM blower",Blwr10,28,Services,FALSE,SHIFT,Blwr10
Equipment : 10000 CFM Blowers Grit,0,"10,000 CFM blower (with cartridge filter house)",Blwr10CFH,29,Services,FALSE,SHIFT,Blwr10CFH
"Equipment : Forklifts, Backhoes and Graders",0,"10,000 lb. Forklift - 2 Wheel Drive",FL10K2WD,30,Equipment,FALSE,HR,FL10K2WD
Equipment : 12.5 KW Generators,0,12.5 KW Generator,Gen12,41,Equipment,FALSE,HR,Gen12
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : Thinners",31.69,Sherwin Williams #110 reducer,SW110R,771,Supplies,FALSE,GAL,SW110R
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",30.29,Sherwin Williams #111 DTM primer finish,SW111PF,772,Supplies,FALSE,GAL,SW111PF
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : Thinners",24.2,Sherwin Williams #111 reducer,SW111R,773,Supplies,FALSE,GAL,SW111R
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : Thinners",30.72,Sherwin Williams #132 reducer,SW132R,774,Supplies,FALSE,GAL,SW132R
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : Thinners",25.89,Sherwin Williams #15 reducer,SW15R,775,Supplies,FALSE,GAL,SW15R
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",69.28,Sherwin Williams #151 sherthane (white),SW151W,776,Supplies,FALSE,GAL,SW151W
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",93.68,Sherwin Williams #154 sherthane (blue),SW154B,777,Supplies,FALSE,GAL,SW154B
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",53.23,Sherwin Williams #154 sherthane (juniper green),SW154JG,778,Supplies,FALSE,GAL,SW154JG
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : Thinners",33.79,Sherwin Williams #155 reducer,SW155R,779,Supplies,FALSE,GAL,SW155R
"Supplies : Paint, Coating, and Thinner : Sherwin Williams",55,Sherwin Williams #202 (Foothills Bank tan),SW202FBT,780,Supplies,FALSE,GAL,SW202FBT
Supplies,0,"3/4"" masking tape",4200050,121,Supplies,FALSE,ROLL,4200050
Equipment,0,"3/4"" vacuum pump (air-powered)",WPAir,122,Supplies,FALSE,SHIFT,WPAir
Equipment,0,"3/8"" air impact",Imp3,123,Supplies,FALSE,SHIFT,Imp3
Equipment,0,"3/8"" cordless drill",DrillC,124,Supplies,FALSE,SHIFT,DrillC
Equipment,0,30' conveyor unit,30Conv,125,Supplies,FALSE,HR,30Conv
Equipment,0,30 lb. jackhammer,Jhamr30,126,Supplies,FALSE,SHIFT,Jhamr30
Equipment,0,30 min. Scott air packs,AP30,127,Supplies,FALSE,SHIFT,AP30
Equipment,0,30' rope ladder,RLadr30,128,Supplies,FALSE,SHIFT,RLadr30
Equipment : 30 Ton Trucks,0,30 ton road truck,Trk30,129,Services,FALSE,SHIFT,Trk30
Equipment : 30 Ton Trucks,1.5,30 ton road truck - Mileage,Trk30m,130,Supplies,FALSE,MI,Trk30m
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : HS Polyurethane",62.38,Sherwin Williams #304 HS polyurethane (turbine blue),SW304TB,831,Supplies,FALSE,GAL,SW304TB
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : Steelmaster",48.17,Sherwin Williams #304 steelmaster,SW304S,832,Supplies,FALSE,GAL,SW304S
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : HS Polyurethane",40.67,Sherwin Williams #311 HS polyurethane (bearcat beige),SW311BB,833,Supplies,FALSE,GAL,SW311BB
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : HS Polyurethane",75.95,Sherwin Williams #311 HS polyurethane (black),SW311B,834,Supplies,FALSE,GAL,SW311B
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : HS Polyurethane",87.93,Sherwin Williams #311 HS polyurethane (ceramic buff),SW311CB,835,Supplies,FALSE,GAL,SW311CB
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : HS Polyurethane",59.98,Sherwin Williams #311 HS polyurethane (cirrus gray),SW311CG,836,Supplies,FALSE,GAL,SW311CG
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : HS Polyurethane",62.76,Sherwin Williams #311 HS polyurethane (dunes tan),SW311DT,837,Supplies,FALSE,GAL,SW311DT
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : HS Polyurethane",64.04,Sherwin Williams #311 HS polyurethane (Exxon beige),SW311EB,838,Supplies,FALSE,GAL,SW311EB
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : HS Polyurethane",60.94,Sherwin Williams #311 HS polyurethane (fed standard),SW311FS,839,Supplies,FALSE,GAL,SW311FS
"Supplies : Paint, Coating, and Thinner : Sherwin Williams : HS Polyurethane",64.04,Sherwin Williams #311 HS polyurethane (lodestone),SW311L,840,Supplies,FALSE,GAL,SW311L
Tax,0,TAX:  NM - MORIARTY - 000-000-2220-1195,2199,1061,Supplies,FALSE,Lump Sum,2199
